Cluster Representative	P-P Genomes
IMGVR_UViG_3300027566_000003	IMGVR_UViG_3300027566_000003
IMGVR_UViG_3300027566_000003	IMGVR_UViG_3300027566_000004
IMGVR_UViG_3300027566_000003	IMGVR_UViG_3300005405_000008
IMGVR_UViG_3300027580_000028	IMGVR_UViG_3300027580_000028
IMGVR_UViG_3300027581_000130	IMGVR_UViG_3300027581_000130
IMGVR_UViG_3300027581_000130	IMGVR_UViG_3300003490_000026
IMGVR_UViG_3300027598_000006	IMGVR_UViG_3300027598_000006
IMGVR_UViG_3300027598_000006	IMGVR_UViG_3300027144_000034
IMGVR_UViG_3300027606_000010	IMGVR_UViG_3300027606_000010
IMGVR_UViG_3300027606_000010	IMGVR_UViG_3300030512_000010
IMGVR_UViG_3300027606_000010	IMGVR_UViG_3300003838_000013
IMGVR_UViG_3300027606_000011	IMGVR_UViG_3300027606_000011
IMGVR_UViG_3300027606_000011	IMGVR_UViG_3300030512_000011
IMGVR_UViG_3300027608_000322	IMGVR_UViG_3300027608_000322
IMGVR_UViG_3300027621_000007	IMGVR_UViG_3300027621_000007
IMGVR_UViG_3300027621_000007	IMGVR_UViG_3300005580_000010
IMGVR_UViG_3300027621_000007	IMGVR_UViG_3300005583_000043
IMGVR_UViG_3300027621_000007	IMGVR_UViG_3300027627_000071
IMGVR_UViG_3300027627_000018	IMGVR_UViG_3300027627_000018
IMGVR_UViG_3300027627_000018	IMGVR_UViG_3300005583_000016
IMGVR_UViG_3300027628_000018	IMGVR_UViG_3300027628_000018
IMGVR_UViG_3300027628_000018	IMGVR_UViG_3300030497_000016
IMGVR_UViG_3300027628_000035	IMGVR_UViG_3300027628_000035
IMGVR_UViG_3300027628_000033	IMGVR_UViG_3300027628_000033
IMGVR_UViG_3300027628_000032	IMGVR_UViG_3300027628_000032
IMGVR_UViG_3300027628_000032	IMGVR_UViG_3300030497_000026
IMGVR_UViG_3300027628_000048	IMGVR_UViG_3300027628_000048
IMGVR_UViG_3300027640_000015	IMGVR_UViG_3300027640_000015
IMGVR_UViG_3300027666_000004	IMGVR_UViG_3300027666_000004
IMGVR_UViG_3300027666_000005	IMGVR_UViG_3300027666_000005
IMGVR_UViG_3300027672_000095	IMGVR_UViG_3300027672_000095
IMGVR_UViG_3300027690_000001	IMGVR_UViG_3300027690_000001
IMGVR_UViG_3300027693_000013	IMGVR_UViG_3300027693_000013
IMGVR_UViG_3300027693_000026	IMGVR_UViG_3300027693_000026
IMGVR_UViG_3300027697_000105	IMGVR_UViG_3300027697_000105
IMGVR_UViG_3300027704_000635	IMGVR_UViG_3300027704_000635
IMGVR_UViG_3300027710_000107	IMGVR_UViG_3300027710_000107
IMGVR_UViG_3300027710_000081	IMGVR_UViG_3300027710_000081
IMGVR_UViG_3300027718_000029	IMGVR_UViG_3300027718_000029
IMGVR_UViG_3300027718_000029	IMGVR_UViG_3300030516_000025
IMGVR_UViG_3300027718_000004	IMGVR_UViG_3300027718_000004
IMGVR_UViG_3300027718_000004	IMGVR_UViG_3300003857_000014
IMGVR_UViG_3300027722_000014	IMGVR_UViG_3300027722_000014
IMGVR_UViG_3300027722_000014	IMGVR_UViG_3300027675_000024
IMGVR_UViG_3300027722_000014	IMGVR_UViG_3300027956_000052
IMGVR_UViG_3300027722_000014	IMGVR_UViG_3300009081_000081
IMGVR_UViG_3300027722_000014	IMGVR_UViG_3300009146_000037
IMGVR_UViG_3300027722_000014	IMGVR_UViG_3300009157_000072
IMGVR_UViG_3300027722_000008	IMGVR_UViG_3300027722_000008
IMGVR_UViG_3300027730_000148	IMGVR_UViG_3300027730_000148
IMGVR_UViG_3300027730_000148	IMGVR_UViG_3300028571_000188
IMGVR_UViG_3300027730_000148	IMGVR_UViG_3300028569_000264
IMGVR_UViG_3300027736_000307	IMGVR_UViG_3300027736_000307
IMGVR_UViG_3300027741_000581	IMGVR_UViG_3300027741_000581
IMGVR_UViG_3300027741_000509	IMGVR_UViG_3300027741_000509
IMGVR_UViG_3300027741_000618	IMGVR_UViG_3300027741_000618
IMGVR_UViG_3300027741_000513	IMGVR_UViG_3300027741_000513
IMGVR_UViG_3300027742_000017	IMGVR_UViG_3300027742_000017
IMGVR_UViG_3300027743_000033	IMGVR_UViG_3300027743_000033
IMGVR_UViG_3300027743_000115	IMGVR_UViG_3300027743_000115
IMGVR_UViG_3300027743_000115	IMGVR_UViG_3300009168_000154
IMGVR_UViG_3300027749_000532	IMGVR_UViG_3300027749_000532
IMGVR_UViG_3300027749_000034	IMGVR_UViG_3300027749_000034
IMGVR_UViG_3300027749_001114	IMGVR_UViG_3300027749_001114
IMGVR_UViG_3300027749_000684	IMGVR_UViG_3300027749_000684
IMGVR_UViG_3300027751_000010	IMGVR_UViG_3300027751_000010
IMGVR_UViG_3300027754_000105	IMGVR_UViG_3300027754_000105
IMGVR_UViG_3300027754_000105	IMGVR_UViG_3300028394_000085
IMGVR_UViG_3300027756_000259	IMGVR_UViG_3300027756_000259
IMGVR_UViG_3300027759_000075	IMGVR_UViG_3300027759_000075
IMGVR_UViG_3300027759_000075	IMGVR_UViG_3300009183_000167
IMGVR_UViG_3300027759_000476	IMGVR_UViG_3300027759_000476
IMGVR_UViG_3300027759_000432	IMGVR_UViG_3300027759_000432
IMGVR_UViG_3300027763_000527	IMGVR_UViG_3300027763_000527
UGV-GENOME-0322077	UGV-GENOME-0322077
UGV-GENOME-0322099	UGV-GENOME-0322099
UGV-GENOME-0322676	UGV-GENOME-0322676
UGV-GENOME-0322688	UGV-GENOME-0322688
UGV-GENOME-0322688	uvig_202985
UGV-GENOME-0322688	IMGVR_UViG_3300029726_000007
UGV-GENOME-0322809_1	UGV-GENOME-0322809_1
UGV-GENOME-0322873	UGV-GENOME-0322873
UGV-GENOME-0323303	UGV-GENOME-0323303
UGV-GENOME-0323303	MGV-GENOME-0323303
UGV-GENOME-0323333	UGV-GENOME-0323333
UGV-GENOME-0323333	UGV-GENOME-4427115
UGV-GENOME-0323333	DTR_867610
UGV-GENOME-0323333	MGV-GENOME-0323333
UGV-GENOME-0323400	UGV-GENOME-0323400
UGV-GENOME-0323587	UGV-GENOME-0323587
UGV-GENOME-0323765_1	UGV-GENOME-0323765_1
UGV-GENOME-0323765_1	UGV-GENOME-0321086
UGV-GENOME-0323865	UGV-GENOME-0323865
UGV-GENOME-0323878_1	UGV-GENOME-0323878_1
UGV-GENOME-0323880_1	UGV-GENOME-0323880_1
UGV-GENOME-0324032	UGV-GENOME-0324032
UGV-GENOME-0324139_1	UGV-GENOME-0324139_1
UGV-GENOME-0324139_1	MGV-GENOME-0324139
UGV-GENOME-0324311	UGV-GENOME-0324311
UGV-GENOME-0324311	IMGVR_UViG_3300029058_000032
UGV-GENOME-0324931	UGV-GENOME-0324931
UGV-GENOME-0324931	uvig_315454
UGV-GENOME-0324931	NZ_CP008844
UGV-GENOME-0325111	UGV-GENOME-0325111
UGV-GENOME-0325512	UGV-GENOME-0325512
UGV-GENOME-0325512	MGV-GENOME-0325512
UGV-GENOME-0325940	UGV-GENOME-0325940
UGV-GENOME-0325940	UGV-GENOME-0287352
UGV-GENOME-0325940	UGV-GENOME-0303118
UGV-GENOME-0325940	UGV-GENOME-0309394
UGV-GENOME-0325940	UGV-GENOME-0316805
UGV-GENOME-0325940	UGV-GENOME-0322295_1
UGV-GENOME-0325940	UGV-GENOME-0334049_1
UGV-GENOME-0325940	UGV-GENOME-0322661_1
UGV-GENOME-0326027	UGV-GENOME-0326027
UGV-GENOME-0326027	MGV-GENOME-0326027
UGV-GENOME-0326409_1	UGV-GENOME-0326409_1
UGV-GENOME-0326441_1	UGV-GENOME-0326441_1
UGV-GENOME-0326728	UGV-GENOME-0326728
UGV-GENOME-0327175	UGV-GENOME-0327175
UGV-GENOME-0327175	UGV-GENOME-0337630_1
UGV-GENOME-0327175	IMGVR_UViG_3300014540_000011
UGV-GENOME-0327175	IMGVR_UViG_3300014558_000013
UGV-GENOME-0327175	IMGVR_UViG_3300014566_000006
UGV-GENOME-0327175	UGV-GENOME-0290938
UGV-GENOME-0327175	UGV-GENOME-0307171
UGV-GENOME-0327175	UGV-GENOME-0317716
UGV-GENOME-0327175	UGV-GENOME-0320517_1
UGV-GENOME-0327175	Minot_Diet_SRR5088938_NODE_16_length_51034_cov_12
UGV-GENOME-0327175	UGV-GENOME-0311650
UGV-GENOME-0327175	UGV-GENOME-0313584
UGV-GENOME-0327279	UGV-GENOME-0327279
UGV-GENOME-0327279	MGV-GENOME-0327279
UGV-GENOME-0327841_1	UGV-GENOME-0327841_1
UGV-GENOME-0327887	UGV-GENOME-0327887
UGV-GENOME-0327909	UGV-GENOME-0327909
UGV-GENOME-0327909	MGV-GENOME-0327909
UGV-GENOME-0328093	UGV-GENOME-0328093
UGV-GENOME-0328146_1	UGV-GENOME-0328146_1
UGV-GENOME-0328146_1	MGV-GENOME-0328146
UGV-GENOME-0328351	UGV-GENOME-0328351
UGV-GENOME-0328351	MGV-GENOME-0328351
UGV-GENOME-0329009	UGV-GENOME-0329009
UGV-GENOME-0329009	MGV-GENOME-0329009
UGV-GENOME-0329061	UGV-GENOME-0329061
UGV-GENOME-0329150	UGV-GENOME-0329150
UGV-GENOME-0329150	MGV-GENOME-0329150
UGV-GENOME-0329224_1	UGV-GENOME-0329224_1
UGV-GENOME-0329404	UGV-GENOME-0329404
UGV-GENOME-0329404	MGV-GENOME-0329404
UGV-GENOME-0329956	UGV-GENOME-0329956
UGV-GENOME-0329956	MGV-GENOME-0329956
UGV-GENOME-0330124	UGV-GENOME-0330124
UGV-GENOME-0330124	MGV-GENOME-0330124
UGV-GENOME-0330186_1	UGV-GENOME-0330186_1
UGV-GENOME-0330186_1	UGV-GENOME-0320271
UGV-GENOME-0330186_1	DTR_743335
UGV-GENOME-0330865	UGV-GENOME-0330865
UGV-GENOME-0331553_1	UGV-GENOME-0331553_1
UGV-GENOME-0331981_1	UGV-GENOME-0331981_1
UGV-GENOME-0331981_1	MGV-GENOME-0331981
UGV-GENOME-0332364	UGV-GENOME-0332364
UGV-GENOME-0332364	IMGVR_UViG_3300029885_000009
UGV-GENOME-0332499	UGV-GENOME-0332499
UGV-GENOME-0332512_1	UGV-GENOME-0332512_1
UGV-GENOME-0333305	UGV-GENOME-0333305
UGV-GENOME-0334968_1	UGV-GENOME-0334968_1
UGV-GENOME-0335796	UGV-GENOME-0335796
UGV-GENOME-0336150	UGV-GENOME-0336150
UGV-GENOME-0336175_1	UGV-GENOME-0336175_1
UGV-GENOME-0336316_1	UGV-GENOME-0336316_1
UGV-GENOME-0336622	UGV-GENOME-0336622
UGV-GENOME-0336715_1	UGV-GENOME-0336715_1
UGV-GENOME-0336716	UGV-GENOME-0336716
UGV-GENOME-0336716	MGV-GENOME-0336716
UGV-GENOME-0337083	UGV-GENOME-0337083
UGV-GENOME-0337083	UGV-GENOME-0337464
UGV-GENOME-0337109	UGV-GENOME-0337109
UGV-GENOME-0337109	MGV-GENOME-0337109
UGV-GENOME-0338125	UGV-GENOME-0338125
UGV-GENOME-0338125	UGV-GENOME-0339142_1
UGV-GENOME-0338139_1	UGV-GENOME-0338139_1
UGV-GENOME-0338139_1	IMGVR_UViG_3300008722_000011
UGV-GENOME-0338139_1	UGV-GENOME-0202227
UGV-GENOME-0338139_1	UGV-GENOME-0304444
UGV-GENOME-0338139_1	UGV-GENOME-0317190
UGV-GENOME-0338139_1	UGV-GENOME-0254652
UGV-GENOME-0338139_1	UGV-GENOME-0326391_1
UGV-GENOME-0338139_1	UGV-GENOME-0330780_1
UGV-GENOME-0338139_1	UGV-GENOME-0328126_1
UGV-GENOME-0338139_1	IMGVR_UViG_7000000498_000046
UGV-GENOME-0338139_1	UGV-GENOME-0297696
UGV-GENOME-0338139_1	UGV-GENOME-0320011_1
UGV-GENOME-0338139_1	UGV-GENOME-0344519_1
UGV-GENOME-0338139_1	UGV-GENOME-0348058_1
UGV-GENOME-0338139_1	UGV-GENOME-0295066
UGV-GENOME-0338139_1	UGV-GENOME-0301838
UGV-GENOME-0338139_1	UGV-GENOME-0293860
UGV-GENOME-0338139_1	UGV-GENOME-0317440
UGV-GENOME-0338139_1	UGV-GENOME-0307246
UGV-GENOME-0338139_1	UGV-GENOME-4426167
UGV-GENOME-0338139_1	UGV-GENOME-0325093_1
UGV-GENOME-0338139_1	UGV-GENOME-0328397_1
UGV-GENOME-0340357	UGV-GENOME-0340357
UGV-GENOME-0340357	MGV-GENOME-0340357
UGV-GENOME-0340637	UGV-GENOME-0340637
UGV-GENOME-0340637	MGV-GENOME-0340637
UGV-GENOME-0341421	UGV-GENOME-0341421
UGV-GENOME-0341421	MGV-GENOME-0341421
UGV-GENOME-0341600	UGV-GENOME-0341600
UGV-GENOME-0341620	UGV-GENOME-0341620
NZ_CP031350	NZ_CP031350
NZ_CP031351	NZ_CP031351
NZ_CP031405	NZ_CP031405
NZ_CP031406	NZ_CP031406
NZ_CP031408	NZ_CP031408
NZ_CP031411	NZ_CP031411
NZ_CP031445	NZ_CP031445
NZ_CP031578	NZ_CP031578
NZ_CP031579	NZ_CP031579
NZ_CP031644	NZ_CP031644
NZ_CP031654	NZ_CP031654
NZ_CP031722	NZ_CP031722
NZ_CP031791	NZ_CP031791
NZ_CP031917	NZ_CP031917
NZ_CP032067	NZ_CP032067
NZ_CP032067	IMGVR_UViG_3300029212_000043
NZ_CP032074	NZ_CP032074
NZ_CP032086	NZ_CP032086
NZ_CP032086	Gammaproteobacteria_gi_452721457
NZ_CP032086	UGV-GENOME-0185596
NZ_CP032086	UGV-GENOME-0187150
NZ_CP032086	Gammaproteobacteria_gi_480979561
NZ_CP032086	NZ_CP066145
NZ_CP032182	NZ_CP032182
NZ_CP032183	NZ_CP032183
NZ_CP032187	NZ_CP032187
NZ_CP032191	NZ_CP032191
NZ_CP032196	NZ_CP032196
NZ_CP032224	NZ_CP032224
NZ_CP032230	NZ_CP032230
NZ_CP032239	NZ_CP032239
NZ_CP032259	NZ_CP032259
NZ_CP032328	NZ_CP032328
NZ_CP032366	NZ_CP032366
NZ_CP032492	NZ_CP032492
NZ_CP032497	NZ_CP032497
NZ_CP032610	NZ_CP032610
NZ_CP032610	NZ_CP014286
NZ_CP032612	NZ_CP032612
NZ_CP032613	NZ_CP032613
NZ_CP032875	NZ_CP032875
NZ_CP032890	NZ_CP032890
NZ_CP032890	NZ_CP048027
NZ_CP033097	NZ_CP033097
NZ_CP033251	NZ_CP033251
NZ_CP033252	NZ_CP033252
NZ_CP033317	NZ_CP033317
NZ_CP033323	NZ_CP033323
NZ_CP033346	NZ_CP033346
NZ_CP033379	NZ_CP033379
NZ_CP033462	NZ_CP033462
NZ_CP033632	NZ_CP033632
NZ_CP033692	NZ_CP033692
NZ_CP033693	NZ_CP033693
NZ_CP033693	Gammaproteobacteria_gi_483978682
NZ_CP033694	NZ_CP033694
NZ_CP033700	NZ_CP033700
NZ_CP033700	IMGVR_UViG_2529292770_000002
NZ_CP033700	IMGVR_UViG_2529292777_000003
NZ_CP033700	IMGVR_UViG_2529292867_000004
NZ_CP033700	IMGVR_UViG_2534681717_000002
NZ_CP033700	IMGVR_UViG_2534681724_000002
NZ_CP033700	IMGVR_UViG_2534681785_000002
NZ_CP033700	IMGVR_UViG_2534681862_000002
NZ_CP033700	Gammaproteobacteria_gi_482857061
NZ_CP033790	NZ_CP033790
NZ_CP033848	NZ_CP033848
NZ_CP033942	NZ_CP033942
NZ_CP033943	NZ_CP033943
NZ_CP033945	NZ_CP033945
NZ_CP033945	NZ_CP038880
NZ_CP033945	NZ_CP038815
NZ_CP033945	NZ_CP038885
NZ_CP033945	NZ_CP038917
NZ_CP033945	NZ_CP038936
NZ_CP033945	NZ_CP038941
NZ_CP033945	NZ_CP039218
NZ_CP034047	NZ_CP034047
NZ_CP034047	CP034055
NZ_CP034093	NZ_CP034093
NZ_CP034119	NZ_CP034119
NZ_CP034163	NZ_CP034163
NZ_CP034164	NZ_CP034164
NZ_CP034366	NZ_CP034366
NZ_CP034485	NZ_CP034485
NZ_CP034485	NZ_CP041758
NZ_CP034590	NZ_CP034590
NZ_CP034590	IMGVR_UViG_2534682170_000003
NZ_CP034590	IMGVR_UViG_2537561691_000005
NZ_CP034590	IMGVR_UViG_2545824715_000001
NZ_CP034674	NZ_CP034674
NZ_CP034684	NZ_CP034684
NZ_CP034755	NZ_CP034755
NZ_CP034789	NZ_CP034789
NZ_CP034790	NZ_CP034790
NZ_CP034821	NZ_CP034821
NZ_CP034959	NZ_CP034959
NZ_CP035189	NZ_CP035189
NZ_CP035192	NZ_CP035192
NZ_CP035313	NZ_CP035313
NZ_CP035392	NZ_CP035392
NZ_CP035398	NZ_CP035398
NZ_CP035407	NZ_CP035407
NZ_CP035412	NZ_CP035412
NZ_CP035549	NZ_CP035549
NZ_CP035843	NZ_CP035843
NZ_CP035843	Gammaproteobacteria_gi_452274443
NZ_CP035864	NZ_CP035864
NZ_CP035876	NZ_CP035876
NZ_CP035973	NZ_CP035973
NZ_CP036000	NZ_CP036000
NZ_CP036003	NZ_CP036003
NZ_CP036006	NZ_CP036006
NZ_CP036024	NZ_CP036024
NZ_CP036042	NZ_CP036042
NZ_CP036065	NZ_CP036065
NZ_CP036134	NZ_CP036134
NZ_CP036194	NZ_CP036194
NZ_CP036330	NZ_CP036330
NZ_CP036373	NZ_CP036373
NZ_CP036444	NZ_CP036444
Bacilli_gi_485455515	Bacilli_gi_485455515
Bacilli_gi_484002915-0-51593	Bacilli_gi_484002915-0-51593
Bacilli_gi_484019068	Bacilli_gi_484019068
Bacilli_gi_402558824-1373424-1415725	Bacilli_gi_402558824-1373424-1415725
Bacilli_gi_526444490	Bacilli_gi_526444490
Bacilli_gi_526444490	NC_021809
Bacilli_gi_526444490	NZ_CP020103
Bacilli_gi_526444490	NZ_CP045813
Bacilli_gi_526444490	NZ_CP045923
Bacilli_gi_526444490	NZ_AP019715
Betaproteobacteria_gi_512572917	Betaproteobacteria_gi_512572917
Betaproteobacteria_gi_484009608-6961-46444	Betaproteobacteria_gi_484009608-6961-46444
Betaproteobacteria_gi_485071427	Betaproteobacteria_gi_485071427
Clostridia_gi_545644210-13585-64916	Clostridia_gi_545644210-13585-64916
Clostridia_gi_545644210-13585-64916	Clostridia_gi_545639314-6496-63820
Clostridia_gi_424826084	Clostridia_gi_424826084
Clostridia_gi_383843667	Clostridia_gi_383843667
Clostridia_gi_383843667	NC_017176
Gammaproteobacteria_gi_545157141	Gammaproteobacteria_gi_545157141
Gammaproteobacteria_gi_545157141	Gammaproteobacteria_gi_545246286
Gammaproteobacteria_gi_545165525-16525-108807	Gammaproteobacteria_gi_545165525-16525-108807
Gammaproteobacteria_gi_545165932	Gammaproteobacteria_gi_545165932
Gammaproteobacteria_gi_545167087	Gammaproteobacteria_gi_545167087
Gammaproteobacteria_gi_545169252	Gammaproteobacteria_gi_545169252
Gammaproteobacteria_gi_545233754	Gammaproteobacteria_gi_545233754
Gammaproteobacteria_gi_545233899	Gammaproteobacteria_gi_545233899
Gammaproteobacteria_gi_545246213-1720008-1735229	Gammaproteobacteria_gi_545246213-1720008-1735229
Gammaproteobacteria_gi_545246407	Gammaproteobacteria_gi_545246407
Gammaproteobacteria_gi_545247476	Gammaproteobacteria_gi_545247476
Gammaproteobacteria_gi_545247476	IMGVR_UViG_2526164690_000008
Gammaproteobacteria_gi_545247476	IMGVR_UViG_2531839207_000006
Gammaproteobacteria_gi_545247476	IMGVR_UViG_2534682060_000002
Gammaproteobacteria_gi_545247476	IMGVR_UViG_2558860435_000003
Gammaproteobacteria_gi_545247928	Gammaproteobacteria_gi_545247928
Gammaproteobacteria_gi_545247928	IMGVR_UViG_3300001493_000003
Gammaproteobacteria_gi_545249659	Gammaproteobacteria_gi_545249659
Gammaproteobacteria_gi_545249692	Gammaproteobacteria_gi_545249692
Gammaproteobacteria_gi_545255484	Gammaproteobacteria_gi_545255484
Gammaproteobacteria_gi_545255684	Gammaproteobacteria_gi_545255684
Gammaproteobacteria_gi_545269597-0-27856	Gammaproteobacteria_gi_545269597-0-27856
Gammaproteobacteria_gi_545275724	Gammaproteobacteria_gi_545275724
Gammaproteobacteria_gi_545275870-418441-428498	Gammaproteobacteria_gi_545275870-418441-428498
Gammaproteobacteria_gi_545278032-717-29153	Gammaproteobacteria_gi_545278032-717-29153
Gammaproteobacteria_gi_545284777	Gammaproteobacteria_gi_545284777
Gammaproteobacteria_gi_545286109	Gammaproteobacteria_gi_545286109
Gammaproteobacteria_gi_545286282	Gammaproteobacteria_gi_545286282
Gammaproteobacteria_gi_545286758	Gammaproteobacteria_gi_545286758
Gammaproteobacteria_gi_545288631-410628-458415	Gammaproteobacteria_gi_545288631-410628-458415
Gammaproteobacteria_gi_545288631-410628-458415	IMGVR_UViG_3300029862_000036
Gammaproteobacteria_gi_545288631-410628-458415	IMGVR_UViG_2579779049_000004
Gammaproteobacteria_gi_545288631-410628-458415	IMGVR_UViG_3300029190_000026
Gammaproteobacteria_gi_331646787	Gammaproteobacteria_gi_331646787
Gammaproteobacteria_gi_331649912	Gammaproteobacteria_gi_331649912
Gammaproteobacteria_gi_331655709	Gammaproteobacteria_gi_331655709
Gammaproteobacteria_gi_300910334	Gammaproteobacteria_gi_300910334
Gammaproteobacteria_gi_300915557	Gammaproteobacteria_gi_300915557
Gammaproteobacteria_gi_422366479	Gammaproteobacteria_gi_422366479
Gammaproteobacteria_gi_300952809-11854-35397	Gammaproteobacteria_gi_300952809-11854-35397
Gammaproteobacteria_gi_300952809-11854-35397	Gammaproteobacteria_gi_556694939-68-23548
Gammaproteobacteria_gi_422752328	Gammaproteobacteria_gi_422752328
Gammaproteobacteria_gi_422769253	Gammaproteobacteria_gi_422769253
Gammaproteobacteria_gi_422794165	Gammaproteobacteria_gi_422794165
Gammaproteobacteria_gi_422802482-263481-280844	Gammaproteobacteria_gi_422802482-263481-280844
Gammaproteobacteria_gi_422830174	Gammaproteobacteria_gi_422830174
Gammaproteobacteria_gi_422836753	Gammaproteobacteria_gi_422836753
Gammaproteobacteria_gi_423710565	Gammaproteobacteria_gi_423710565
Gammaproteobacteria_gi_425114507	Gammaproteobacteria_gi_425114507
Gammaproteobacteria_gi_425132016	Gammaproteobacteria_gi_425132016
Gammaproteobacteria_gi_425248905	Gammaproteobacteria_gi_425248905
Gammaproteobacteria_gi_476380574	Gammaproteobacteria_gi_476380574
Gammaproteobacteria_gi_476380574	Gammaproteobacteria_gi_510912741
Gammaproteobacteria_gi_476380959	Gammaproteobacteria_gi_476380959
Gammaproteobacteria_gi_476380959	IMGVR_UViG_2529292734_000001
Gammaproteobacteria_gi_476380959	IMGVR_UViG_2529293142_000003
Gammaproteobacteria_gi_476380959	IMGVR_UViG_2534681655_000003
Gammaproteobacteria_gi_476380959	IMGVR_UViG_2534681698_000003
Gammaproteobacteria_gi_476380959	IMGVR_UViG_2534681937_000003
Gammaproteobacteria_gi_476380959	IMGVR_UViG_2537561605_000002
Gammaproteobacteria_gi_476380959	IMGVR_UViG_2537562217_000005
Gammaproteobacteria_gi_476380959	IMGVR_UViG_2531839523_000002
Gammaproteobacteria_gi_476380959	IMGVR_UViG_2534681699_000004
Gammaproteobacteria_gi_476380959	IMGVR_UViG_2534681706_000003
Gammaproteobacteria_gi_476380959	IMGVR_UViG_2537562218_000002
Gammaproteobacteria_gi_476380959	IMGVR_UViG_2537562219_000002
Gammaproteobacteria_gi_476380959	IMGVR_UViG_2537562220_000003
Gammaproteobacteria_gi_476380959	IMGVR_UViG_2537562222_000004
Gammaproteobacteria_gi_476380959	IMGVR_UViG_2545824707_000003
Gammaproteobacteria_gi_476380959	IMGVR_UViG_2545824710_000003
Gammaproteobacteria_gi_476380959	IMGVR_UViG_2537562221_000002
Gammaproteobacteria_gi_476380959	IMGVR_UViG_2540341016_000003
Gammaproteobacteria_gi_476380959	IMGVR_UViG_2545824711_000004
Gammaproteobacteria_gi_476380987	Gammaproteobacteria_gi_476380987
Gammaproteobacteria_gi_476380987	IMGVR_UViG_2526164633_000008
Gammaproteobacteria_gi_476381012	Gammaproteobacteria_gi_476381012
Gammaproteobacteria_gi_476381059-229-63421	Gammaproteobacteria_gi_476381059-229-63421
Gammaproteobacteria_gi_476381208	Gammaproteobacteria_gi_476381208
Gammaproteobacteria_gi_476381527	Gammaproteobacteria_gi_476381527
Gammaproteobacteria_gi_476538191	Gammaproteobacteria_gi_476538191
Gammaproteobacteria_gi_476538191	UGV-GENOME-0214993
Gammaproteobacteria_gi_476538191	Gammaproteobacteria_gi_510917659
Gammaproteobacteria_gi_476382141	Gammaproteobacteria_gi_476382141
Gammaproteobacteria_gi_425277022	Gammaproteobacteria_gi_425277022
Gammaproteobacteria_gi_333069142-7230-43501	Gammaproteobacteria_gi_333069142-7230-43501
Gammaproteobacteria_gi_423112131	Gammaproteobacteria_gi_423112131
Gammaproteobacteria_gi_262045650	Gammaproteobacteria_gi_262045650
Gammaproteobacteria_gi_490878602	Gammaproteobacteria_gi_490878602
Gammaproteobacteria_gi_490878602	Gammaproteobacteria_gi_490981638
Gammaproteobacteria_gi_490893321	Gammaproteobacteria_gi_490893321
Gammaproteobacteria_gi_490972898-504401-534040	Gammaproteobacteria_gi_490972898-504401-534040
Gammaproteobacteria_gi_491042914	Gammaproteobacteria_gi_491042914
Gammaproteobacteria_gi_491255701	Gammaproteobacteria_gi_491255701
Gammaproteobacteria_gi_491255701	Gammaproteobacteria_gi_491269334
Gammaproteobacteria_gi_491255701	NZ_AP022239
Gammaproteobacteria_gi_491262616-0-40089	Gammaproteobacteria_gi_491262616-0-40089
Gammaproteobacteria_gi_491276315	Gammaproteobacteria_gi_491276315
Gammaproteobacteria_gi_223666408	Gammaproteobacteria_gi_223666408
Gammaproteobacteria_gi_425064754-759240-819141	Gammaproteobacteria_gi_425064754-759240-819141
Gammaproteobacteria_gi_260447165	Gammaproteobacteria_gi_260447165
Gammaproteobacteria_gi_476380610-1174965-1208637	Gammaproteobacteria_gi_476380610-1174965-1208637
Gammaproteobacteria_gi_476380610-1174965-1208637	IMGVR_UViG_3300029816_000024
Gammaproteobacteria_gi_476380610-1174965-1208637	IMGVR_UViG_2531839664_000009
Gammaproteobacteria_gi_425246061	Gammaproteobacteria_gi_425246061
Gammaproteobacteria_gi_425271794	Gammaproteobacteria_gi_425271794
UGV-GENOME-0360925	UGV-GENOME-0360925
UGV-GENOME-0360925	UGV-GENOME-0360723
UGV-GENOME-0360925	MGV-GENOME-0360925
UGV-GENOME-0360966	UGV-GENOME-0360966
UGV-GENOME-0360966	MGV-GENOME-0360966
UGV-GENOME-0361143	UGV-GENOME-0361143
UGV-GENOME-0361143	UGV-GENOME-0360789
UGV-GENOME-0361143	UGV-GENOME-0360790
UGV-GENOME-0361143	MGV-GENOME-0361143
UGV-GENOME-0361366	UGV-GENOME-0361366
UGV-GENOME-0361366	MGV-GENOME-0361366
UGV-GENOME-0361379_1	UGV-GENOME-0361379_1
UGV-GENOME-0361826	UGV-GENOME-0361826
UGV-GENOME-0361826	UGV-GENOME-0319956
UGV-GENOME-0361826	MGV-GENOME-0361826
UGV-GENOME-0361826	IMGVR_UViG_3300014523_000004
UGV-GENOME-0361933	UGV-GENOME-0361933
UGV-GENOME-0361933	UGV-GENOME-0361542
UGV-GENOME-0361933	UGV-GENOME-0361544
UGV-GENOME-0362168	UGV-GENOME-0362168
UGV-GENOME-0362168	MGV-GENOME-0362168
UGV-GENOME-0362297	UGV-GENOME-0362297
